,Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
11,Kerala,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",1.83152731963383,1.07476195663503,3.0149126468588,"YLDs per 100,000",10.2469195630131,5.39119569296212,16.0472684326557,"DALYs per 100,000",48.3400836242809,29.423848508677,77.7235224363589
12,Maharashtra,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",2.0338923814679,1.23081434752514,3.2414926835107,"YLDs per 100,000",10.0938983747771,5.66385243624312,16.9453432940863,"DALYs per 100,000",65.6756477235932,40.4824803634892,101.183124594039
13,Manipur,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.752275624938786,0.483374837108312,1.22992346735555,"YLDs per 100,000",5.70932735253162,3.15797864096322,9.48510369148724,"DALYs per 100,000",23.7046347101171,15.6508445112198,37.7384561353339
14,Meghalaya,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.414883478202083,0.267973810395751,0.662182578657341,"YLDs per 100,000",3.61606941463586,2.00043989159659,6.02777901212397,"DALYs per 100,000",13.7130280091393,8.86173471388269,21.9929359533583
15,Mizoram,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.438509712567683,0.281189349399981,0.733405531640665,"YLDs per 100,000",4.95179615432259,2.84265639845498,8.32122180269142,"DALYs per 100,000",15.2570561821372,9.76509820714103,24.985532199719
16,Nagaland,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.613807847797767,0.374208720617853,1.00055436637472,"YLDs per 100,000",4.80189970906617,2.63634865708674,8.14005038385561,"DALYs per 100,000",19.2255440199032,11.870918317811,31.1828761516674
17,Odisha,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.529366689294013,0.34944601522516,0.810260888425743,"YLDs per 100,000",5.7318993866087,3.1869990546476,8.74369543254481,"DALYs per 100,000",18.6598007488463,12.3065632897597,27.4500796938812
18,Punjab,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",2.74800117872715,1.70263524665254,4.38970969072591,"YLDs per 100,000",10.1970659276098,5.76841267677414,16.8259834655429,"DALYs per 100,000",85.208294257067,52.2986068570324,135.843022248137
19,Rajasthan,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.832294171173499,0.477873869203664,1.36032721548987,"YLDs per 100,000",5.03389493416794,2.84964963523513,8.03366077177177,"DALYs per 100,000",28.8020183980755,16.9404810087781,46.9329724823949
20,Sikkim,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",1.08452659183474,0.625963741767803,1.76128965799167,"YLDs per 100,000",8.10494118935619,4.37970922109403,13.754484340973,"DALYs per 100,000",34.2637880811556,20.6629683448801,55.3155088801477
21,Tamil Nadu,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",8.93153486892086,5.355045886181,12.8375459686704,"YLDs per 100,000",30.5077954833856,16.858794324648,46.975025383701,"DALYs per 100,000",241.073496476996,149.216564796966,340.474879248525
22,Tripura,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.921074707489493,0.583741545343841,1.56658829622453,"YLDs per 100,000",5.60841164210144,3.17404578442753,9.45310272717707,"DALYs per 100,000",28.3509750454591,18.0626797237469,46.6248065226863
23,West Bengal,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",1.27522151894895,0.718231254116178,2.07100483026943,"YLDs per 100,000",7.4708348553817,4.04517706895069,11.8196374920745,"DALYs per 100,000",35.1372465851769,21.1351191225054,54.8296378313419
24,Bihar,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.676025774468625,0.430148419603271,1.11890985247198,"YLDs per 100,000",3.56882272918116,2.04909446264734,5.92008572124653,"DALYs per 100,000",20.3634664339774,13.499270208451,32.8956774273703
25,Chhattisgarh,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.980256925108812,0.624916888194574,1.63813687031751,"YLDs per 100,000",6.44140253360163,3.46554988739348,10.7219993075863,"DALYs per 100,000",32.9996000919776,21.690141808798,56.5427100709187
26,Jharkhand,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.635444322057523,0.418820764502567,1.02086523390199,"YLDs per 100,000",4.94808023868508,2.79146484116495,8.08608134440005,"DALYs per 100,000",20.2484252115685,13.4957212627813,32.0020077281959
27,Madhya Pradesh,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.917312729337987,0.576259279602997,1.54505440412427,"YLDs per 100,000",5.04228240646525,2.87085532050011,8.52567608194416,"DALYs per 100,000",29.3999532113829,18.8844297717218,49.1205539029945
28,Uttar Pradesh,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",0.766800670831804,0.500927155049199,1.27082608916991,"YLDs per 100,000",4.43744391844835,2.58257550588938,7.34987220392454,"DALYs per 100,000",24.7615523217676,16.4132006019649,40.6124005736447
29,Gujarat,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",1.24634028535393,0.719786898941946,2.18855109188228,"YLDs per 100,000",7.04036184656752,3.50318334761873,10.9129539739517,"DALYs per 100,000",40.2135723172558,22.5699456322094,70.1068298399622
30,Telangana,2019,All ages,Both,All causes,Diet high in processed meat,"Deaths per 100,000",1.46389929493095,0.864173488909542,2.48816813122488,"YLDs per 100,000",7.3970135625514,4.25993658293759,12.0713387079432,"DALYs per 100,000",45.1702943712435,27.0162351734422,76.0684069354076
