,Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
17,Odisha,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",2.18041728547771,0.656266120782308,3.34047192545473,"YLDs per 100,000",1.74543191530666,0.528293347803024,2.95233487918353,"DALYs per 100,000",59.7303964061608,17.5967587967389,91.4106707365076
18,Punjab,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",9.16267496265342,3.01498264509188,13.1530118941291,"YLDs per 100,000",2.6549558917313,0.865899072459731,4.29356115640763,"DALYs per 100,000",253.872924667988,83.9095768794642,369.29609655869
19,Rajasthan,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",3.12982403644418,1.03316915021148,4.76161375988947,"YLDs per 100,000",1.4446979073603,0.406085491908943,2.41877476854557,"DALYs per 100,000",93.3743416441948,30.3081438888603,143.352224113412
20,Sikkim,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",2.72500750558401,1.06609425262856,4.13426305304984,"YLDs per 100,000",1.7774565275586,0.601865003216832,2.91737486353399,"DALYs per 100,000",70.1868655507075,27.4312485741758,107.097303972968
21,Tamil Nadu,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",8.51815319175059,2.68237695961285,12.4179754203592,"YLDs per 100,000",2.56759236689838,0.838981030362088,4.25369319901333,"DALYs per 100,000",226.273786834692,69.7726693655372,335.094335048482
22,Tripura,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",3.60363528162771,1.30313081642135,5.38057689157549,"YLDs per 100,000",1.83919336174592,0.594939387211167,3.09529623189719,"DALYs per 100,000",92.7727304706965,31.9814268853672,142.732575965728
23,West Bengal,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",4.18227455324175,1.37987108035782,6.12914715316883,"YLDs per 100,000",2.02899315664696,0.638469598470115,3.41248073730814,"DALYs per 100,000",103.199791525829,32.0699677134927,150.891969578314
24,Bihar,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",3.17904204497625,1.10679707076941,4.724751531941,"YLDs per 100,000",1.33145988836437,0.416639028844662,2.2324977263435,"DALYs per 100,000",84.2659440520673,27.4228816700534,126.28328226002
25,Chhattisgarh,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",3.53072104598419,1.16043789130438,5.21114292306704,"YLDs per 100,000",1.58423351955005,0.496631204700852,2.65512747805298,"DALYs per 100,000",102.101232466121,32.054407355985,150.936220481319
26,Jharkhand,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",2.56702883548881,0.929989203682062,3.78219431674432,"YLDs per 100,000",1.50906216801755,0.455801148385125,2.5020732892138,"DALYs per 100,000",64.5252175072847,22.5805847440451,95.9338484082585
27,Madhya Pradesh,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",3.87228681045786,1.3088925137649,5.7445459284429,"YLDs per 100,000",1.45848502405712,0.466548215309733,2.43268166332253,"DALYs per 100,000",108.738022027843,35.3937434179155,162.270653577259
28,Uttar Pradesh,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",3.39906998450895,1.08789090598,5.02151860610357,"YLDs per 100,000",1.19781675791586,0.349770570853232,2.0391776739877,"DALYs per 100,000",96.3206662488957,30.5036317057036,143.381471305694
29,Gujarat,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",5.91527229936066,1.82634748477655,8.6156571768759,"YLDs per 100,000",1.87422414475146,0.573190201083652,3.10261918376134,"DALYs per 100,000",167.540582459666,49.8327384304921,244.343883163085
30,Telangana,2019,All ages,Both,All causes,Diet low in seafood omega-3 fatty acids,"Deaths per 100,000",5.15276671201894,1.74997714119889,8.075923984378,"YLDs per 100,000",1.89901229799384,0.634736655255323,3.13149529676579,"DALYs per 100,000",139.601790918938,44.182944161716,220.306141714275
