,Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
12,Maharashtra,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",56.6675818156453,41.3028143526842,75.4377355226332,"YLDs per 100,000",42.8646201038593,28.678229947244,59.9788442266629,"DALYs per 100,000",1505.04393496448,1131.28413721694,1911.00512755925
13,Manipur,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",25.6197838742944,18.0243927711602,35.2543909970805,"YLDs per 100,000",32.5616462481525,21.8037244367608,45.5989198501939,"DALYs per 100,000",702.683745235801,503.020172564341,944.23744932967
14,Meghalaya,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",13.5405748937001,9.58023287458015,18.8501059596436,"YLDs per 100,000",22.8062485427886,15.0576659253049,31.9747648884811,"DALYs per 100,000",369.456396066116,265.082693815494,510.576606837373
15,Mizoram,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",8.43669289598874,5.37692858913489,14.3868334576861,"YLDs per 100,000",21.0791225920803,13.93701081579,29.8043759997436,"DALYs per 100,000",236.422940682199,153.180014606803,400.574167593904
16,Nagaland,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",23.0355110954705,16.1197906389484,31.7170435294234,"YLDs per 100,000",30.6450593708701,20.3368555626804,42.6158774155658,"DALYs per 100,000",584.195743095864,412.169507935712,784.683051441661
17,Odisha,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",22.8736595757376,16.1075113548259,32.2695200806648,"YLDs per 100,000",34.0355244431216,22.3564637100654,48.178133771094,"DALYs per 100,000",642.783873136867,469.424688823358,883.441490099075
18,Punjab,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",83.7259639555432,59.9727357905429,111.057027773542,"YLDs per 100,000",42.4706053167381,27.6392775241599,59.6251269600839,"DALYs per 100,000",2430.37571577411,1797.24202271074,3140.1325162345
19,Rajasthan,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",35.1792219788785,26.7069251786379,45.808666612869,"YLDs per 100,000",30.2600919128256,20.3954932715278,42.0746294110787,"DALYs per 100,000",1087.43204884521,841.462184500983,1398.72157568255
20,Sikkim,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",27.9571510215814,19.6265853794649,37.9873170122469,"YLDs per 100,000",36.0691536316454,24.0673637066572,50.556353142648,"DALYs per 100,000",760.467614317524,545.404568157511,1023.56677068689
21,Tamil Nadu,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",88.5871701034365,65.3981185506152,115.104954542876,"YLDs per 100,000",47.8660033583429,32.4128250715652,66.068675981794,"DALYs per 100,000",2463.37219402376,1876.0916999655,3138.91169797222
22,Tripura,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",36.4657788011587,25.7004543850519,50.0838782852743,"YLDs per 100,000",38.1740356666439,25.1013317146786,53.6597513101972,"DALYs per 100,000",978.714818617457,705.483079810506,1337.923896284
23,West Bengal,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",43.14394276544,31.3477465099085,57.0145951970027,"YLDs per 100,000",46.6641688954064,30.7233901695547,65.6559170010317,"DALYs per 100,000",1121.66624145958,852.299022932842,1446.54436713445
24,Bihar,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",26.8186010844533,18.8118264977446,36.1777240657999,"YLDs per 100,000",21.2451138168222,13.7789992426613,30.1637578880688,"DALYs per 100,000",754.77179811688,548.345419299353,1008.71834723188
25,Chhattisgarh,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",37.8812995992709,28.6040660484288,48.8277987947335,"YLDs per 100,000",34.6831948512975,23.1879967726027,49.0134321402459,"DALYs per 100,000",1122.21375036006,853.028594035877,1438.69830119749
26,Jharkhand,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",17.2278597462588,11.3863556039425,23.5977954621812,"YLDs per 100,000",19.2373884658935,12.2948557953563,28.0043498308893,"DALYs per 100,000",469.083794947496,318.561978270083,624.665595205804
27,Madhya Pradesh,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",36.6268997243545,27.1973628095451,47.7501055524345,"YLDs per 100,000",26.9459132781916,17.5369668116877,38.1898032829386,"DALYs per 100,000",1079.04096998857,821.638822704515,1381.80003273391
28,Uttar Pradesh,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",27.2288810299467,19.544999540727,36.860376951581,"YLDs per 100,000",18.239859479216,11.7631515730696,26.1996893218585,"DALYs per 100,000",818.7519765722,602.700735759119,1088.8379558977
29,Gujarat,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",62.1447120613487,46.8412039333894,78.9217880135202,"YLDs per 100,000",36.2664824349533,24.4467526123291,50.1851507359471,"DALYs per 100,000",1832.71612640249,1404.27497097875,2295.86955078869
30,Telangana,2019,All ages,Both,All causes,High LDL cholesterol,"Deaths per 100,000",51.1156915103229,36.0039943977001,70.6429825694303,"YLDs per 100,000",34.956194099633,23.1694068987244,48.8914040597643,"DALYs per 100,000",1450.7129143581,1058.13098285695,1967.42603984139
