,Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
16,Nagaland,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",9.37249188138749,6.5501996579426,12.487422840384,"YLDs per 100,000",54.6797130072252,31.1729568784586,81.1898560738729,"DALYs per 100,000",336.555643024247,229.949547141363,451.014654626133
17,Odisha,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",11.4644778614557,7.96590444581992,15.6928238306839,"YLDs per 100,000",68.7718174322554,38.1159772640594,104.197932515164,"DALYs per 100,000",372.693676188779,261.405300785974,494.005171043224
18,Punjab,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",17.3907483288461,13.1117430997775,22.632816870545,"YLDs per 100,000",82.0295113374543,42.7133359884684,127.448368263314,"DALYs per 100,000",536.229957582377,396.178758857723,697.432770600439
19,Rajasthan,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",22.2643840344564,15.0707725913139,30.6723987032687,"YLDs per 100,000",74.8977661412056,45.8133301545375,106.039470810752,"DALYs per 100,000",739.748498806453,521.089341295154,976.934237724084
20,Sikkim,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",14.4134962043895,9.9274171561714,19.2793078242063,"YLDs per 100,000",81.2974918916837,45.9005924846471,120.55122428398,"DALYs per 100,000",417.733446656034,295.979077593358,547.716681469823
21,Tamil Nadu,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",19.7010243167857,14.5162995374857,25.6017467268749,"YLDs per 100,000",99.472369400147,53.1247588949834,152.720510066794,"DALYs per 100,000",581.847832665007,421.713568555213,753.748512484284
22,Tripura,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",19.011008404382,13.3071196602713,25.9058702682866,"YLDs per 100,000",83.4254889549136,49.3389137224725,120.184336474101,"DALYs per 100,000",541.659016116956,391.181180506947,720.698906153667
23,West Bengal,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",22.5204046596443,16.7334133344043,28.7181711175944,"YLDs per 100,000",103.207207664266,62.9799439319472,147.659441177205,"DALYs per 100,000",656.798969897673,499.397094913098,814.351410036753
24,Bihar,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",8.81683331577761,6.17313882164312,11.8116458054972,"YLDs per 100,000",44.5347836625109,25.1464885599601,67.2296559073741,"DALYs per 100,000",309.921307533848,214.512634854894,414.15477244125
25,Chhattisgarh,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",13.1182243035532,9.35798265717273,17.3863919383229,"YLDs per 100,000",60.2307781400788,33.7754012208242,91.0574415746602,"DALYs per 100,000",425.428639706142,303.986298583333,553.838211136571
26,Jharkhand,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",6.92993428797761,4.76232567723799,9.38432616010511,"YLDs per 100,000",47.6837583612001,25.8649303631977,73.4291859671053,"DALYs per 100,000",225.257654576147,156.175788155562,302.719035255369
27,Madhya Pradesh,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",17.5209577637818,12.2818453698891,23.1326530995714,"YLDs per 100,000",72.3775449413854,42.0818623477966,104.828629308231,"DALYs per 100,000",585.38399556788,414.250754800996,756.726489515654
28,Uttar Pradesh,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",19.2159539855073,12.8959309180825,26.3978822692898,"YLDs per 100,000",70.8720398645014,41.291844178253,102.284058454111,"DALYs per 100,000",638.109836236812,448.740223441169,841.046316225524
29,Gujarat,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",19.1362796054612,13.7784265488839,25.1798637300425,"YLDs per 100,000",78.360812318332,45.186028738561,114.398015503795,"DALYs per 100,000",582.448624850158,431.112172635338,744.923374650483
30,Telangana,2019,All ages,Both,All causes,Secondhand smoke,"Deaths per 100,000",14.6206105611918,10.1809309054981,20.1970187584828,"YLDs per 100,000",78.2914553511456,44.7827372433245,115.480860506389,"DALYs per 100,000",434.788760790864,310.221034369583,579.365839936426
