,Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
13,Manipur,2019,All ages,Both,Drug use,"Deaths per 100,000",12.19088,9.13824,16.05655,"YLDs per 100,000",119.2225,80.88596,163.7456,"DALYs per 100,000",566.102699648465,446.642784686192,717.565771602845
14,Meghalaya,2019,All ages,Both,Drug use,"Deaths per 100,000",5.778786,4.038874,7.679601,"YLDs per 100,000",82.40252,55.0458,114.9001,"DALYs per 100,000",299.259408239228,224.926368194951,384.442228507495
15,Mizoram,2019,All ages,Both,Drug use,"Deaths per 100,000",9.735381,7.497171,12.54006,"YLDs per 100,000",125.2479,85.68817,171.9465,"DALYs per 100,000",513.286282402249,408.981492916697,638.405097493029
16,Nagaland,2019,All ages,Both,Drug use,"Deaths per 100,000",11.24576,8.35422,14.5439,"YLDs per 100,000",125.6984,85.32125,171.975,"DALYs per 100,000",569.556010548565,450.064474454979,713.01510898275
17,Odisha,2019,All ages,Both,Drug use,"Deaths per 100,000",5.221362,4.024898,6.585989,"YLDs per 100,000",78.34197,52.84645,108.6504,"DALYs per 100,000",262.904308050989,211.052605556127,316.905892370764
18,Punjab,2019,All ages,Both,Drug use,"Deaths per 100,000",6.001719,4.659836,7.861378,"YLDs per 100,000",113.7715,77.06347,156.4741,"DALYs per 100,000",336.312219798415,271.197846926207,412.35771939536
19,Rajasthan,2019,All ages,Both,Drug use,"Deaths per 100,000",3.688417,2.894355,4.839599,"YLDs per 100,000",84.59646,57.14691,120.1355,"DALYs per 100,000",227.199453830778,181.823139649858,275.826032121781
20,Sikkim,2019,All ages,Both,Drug use,"Deaths per 100,000",8.916593,6.253877,11.84601,"YLDs per 100,000",106.0591,69.63847,147.4574,"DALYs per 100,000",402.91423138936,306.910129326848,515.596295885935
21,Tamil Nadu,2019,All ages,Both,Drug use,"Deaths per 100,000",4.370246,3.454429,5.555658,"YLDs per 100,000",97.55185,65.4638,134.9096,"DALYs per 100,000",253.508497529183,204.603872662641,311.374737138056
22,Tripura,2019,All ages,Both,Drug use,"Deaths per 100,000",6.326203,4.713259,8.273504,"YLDs per 100,000",89.08665,59.41036,123.921,"DALYs per 100,000",311.681353558113,241.150030261116,395.78562771386
23,West Bengal,2019,All ages,Both,Drug use,"Deaths per 100,000",5.016485,3.941496,6.288051,"YLDs per 100,000",93.94816,62.22187,130.4799,"DALYs per 100,000",268.981692626528,218.357975432529,324.663033753421
24,Bihar,2019,All ages,Both,Drug use,"Deaths per 100,000",3.756385,2.937977,4.69202,"YLDs per 100,000",69.01541,46.33682,95.09172,"DALYs per 100,000",207.054174170078,166.638274373659,250.380773850356
25,Chhattisgarh,2019,All ages,Both,Drug use,"Deaths per 100,000",6.618834,5.189521,8.309301,"YLDs per 100,000",90.10102,60.98618,124.3616,"DALYs per 100,000",338.864651719359,272.573381627481,408.132112511615
26,Jharkhand,2019,All ages,Both,Drug use,"Deaths per 100,000",4.332045,3.154701,5.747526,"YLDs per 100,000",77.55539,51.98899,108.6594,"DALYs per 100,000",225.946664353515,175.242113188704,288.394959494303
27,Madhya Pradesh,2019,All ages,Both,Drug use,"Deaths per 100,000",4.769327,3.813129,5.835151,"YLDs per 100,000",79.93559,53.2382,111.9664,"DALYs per 100,000",263.791246439756,215.882143127014,315.547233947449
28,Uttar Pradesh,2019,All ages,Both,Drug use,"Deaths per 100,000",4.845584,3.708523,6.23729,"YLDs per 100,000",79.67249,53.24152,111.4979,"DALYs per 100,000",257.549443487126,207.34240627421,314.221187266665
29,Gujarat,2019,All ages,Both,Drug use,"Deaths per 100,000",3.895946,3.100541,4.9027,"YLDs per 100,000",85.8518,57.91233,118.1828,"DALYs per 100,000",232.071491661621,187.928763158651,278.600414248339
30,Telangana,2019,All ages,Both,Drug use,"Deaths per 100,000",4.91357,3.757646,6.411942,"YLDs per 100,000",101.8797,69.35044,142.7646,"DALYs per 100,000",285.286721349919,228.857077827045,353.254397716353
