,Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
10,Karnataka,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",2.52945841349872,1.22011870281693,3.92442127727815,"YLDs per 100,000",13.1492550123401,4.55060483497198,23.2978244985678,"DALYs per 100,000",78.0636290492363,35.3967781816086,121.543818872598
11,Kerala,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",3.38815646924436,2.15416969416105,4.74110671730099,"YLDs per 100,000",14.7828619133565,7.14283005880367,23.4776333459065,"DALYs per 100,000",77.9329018538601,48.4458843860345,109.952796501805
12,Maharashtra,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",2.25439263779049,0.921475529186948,3.6406793255368,"YLDs per 100,000",13.4479846496336,4.7836233136795,23.4666969688002,"DALYs per 100,000",69.9820761527863,29.6400172092208,112.020889143118
13,Manipur,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.26052855389003,0.786237146073534,1.82801323414618,"YLDs per 100,000",8.17874957656018,4.27123297699771,13.1307841778862,"DALYs per 100,000",35.58002469981,22.6535836138933,50.7671147004789
14,Meghalaya,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",0.792131371150046,0.513512260286235,1.1303929321073,"YLDs per 100,000",5.48570041795234,2.74692311351334,8.81569635031703,"DALYs per 100,000",21.6228951239351,13.4215141555051,30.6972626975896
15,Mizoram,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",0.699246338492949,0.452456892306843,1.0367561516533,"YLDs per 100,000",7.41710371162683,3.67005332677479,12.0469353277864,"DALYs per 100,000",21.2900161713769,12.8460477474311,31.2422329805987
16,Nagaland,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.25363053107383,0.811920338602622,1.77542655225752,"YLDs per 100,000",7.25092216461748,3.95954210412844,11.218781530571,"DALYs per 100,000",31.1644152300708,19.7898457215598,43.3552484775552
17,Odisha,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",0.880332119033724,0.409349201875607,1.41721698087578,"YLDs per 100,000",10.7978316995436,3.58357669226872,18.8450096034222,"DALYs per 100,000",33.6329579323751,14.5113332125636,53.8675654806778
18,Punjab,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",3.61807713136171,1.49170399846801,5.68547266204273,"YLDs per 100,000",17.8134696514628,6.02221867309531,30.8183499021758,"DALYs per 100,000",119.206641756484,47.6847760027295,188.991791141085
19,Rajasthan,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.07075830617978,0.459032597362648,1.73759145866331,"YLDs per 100,000",8.09337377592775,2.94087450367159,13.5879825412882,"DALYs per 100,000",38.8667434621108,16.56912426465,63.0666286096301
20,Sikkim,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.44646333846823,0.83231750832863,2.14806398860156,"YLDs per 100,000",11.6905593685266,4.80492386885011,19.4275650717733,"DALYs per 100,000",44.5188168251289,24.1585651409065,67.3922700098605
21,Tamil Nadu,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",3.42769159894368,1.79491541007105,5.15203400892974,"YLDs per 100,000",16.7542419731354,6.39692485742438,28.2748906070907,"DALYs per 100,000",100.162727497384,51.4733467703822,151.168867788843
22,Tripura,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.83065593745005,1.18809006416545,2.63534023508036,"YLDs per 100,000",8.53149586533795,4.33891114247388,13.7229896887581,"DALYs per 100,000",46.0943169313355,29.3842919118541,66.0622897564976
23,West Bengal,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.51495512034251,0.62191934865095,2.42115240720569,"YLDs per 100,000",12.8974397093228,4.88061347596319,22.0390805546795,"DALYs per 100,000",52.2219299181186,22.8153025412126,82.6714938518032
24,Bihar,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.58718353325256,0.987359726431191,2.25960241797802,"YLDs per 100,000",6.52159730360618,3.46642921492038,10.5166383506515,"DALYs per 100,000",39.8598905088319,24.4447130430646,57.8631666746849
25,Chhattisgarh,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.42503528279015,0.716522395656368,2.19435407502451,"YLDs per 100,000",10.5141906817613,4.1765050497984,17.616973437308,"DALYs per 100,000",48.691137763875,24.2944360432487,75.3783701055675
26,Jharkhand,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",0.876475126612987,0.451167403145985,1.35452592776904,"YLDs per 100,000",7.74336599451981,2.72032450800702,13.5414015589393,"DALYs per 100,000",28.4600827234759,13.4781744829214,44.7292723989692
27,Madhya Pradesh,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.19929772078676,0.657671558873268,1.82205499623214,"YLDs per 100,000",6.93874459434932,2.83536662080765,11.7975199906654,"DALYs per 100,000",37.893438420081,19.7535177020928,57.1936841702429
28,Uttar Pradesh,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",1.04476868334171,0.540317235493913,1.61722312669228,"YLDs per 100,000",7.12787025338242,2.63415494119504,12.4819778898752,"DALYs per 100,000",35.0329383529444,17.4336038124511,54.412822741262
29,Gujarat,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",2.17192319044944,1.1108581126432,3.22037008854042,"YLDs per 100,000",10.1024356354857,3.98795315765377,17.2349879810596,"DALYs per 100,000",67.2669851135298,32.5942414479693,103.400916123344
30,Telangana,2019,All ages,Both,Diet high in sugar-sweetened beverages,"Deaths per 100,000",2.65151653584134,1.665758209278,3.84187559832253,"YLDs per 100,000",10.3007681162844,5.53124709463162,16.0676839731227,"DALYs per 100,000",67.6692138359334,42.0914251584366,97.2726381534506
