,Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
18,Punjab,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.624850215574806,0.360917844205215,0.952196339980627,"YLDs per 100,000",0.654091,0.381312,1.038228,"DALYs per 100,000",55.96407,32.50415,85.00401
19,Rajasthan,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",1.61513823818918,0.905038429800009,2.61183942604041,"YLDs per 100,000",0.919829,0.526948,1.478777,"DALYs per 100,000",143.9342,80.83765,232.242
20,Sikkim,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.621900688159748,0.374135371409621,0.925719865560692,"YLDs per 100,000",0.708551,0.430752,1.089343,"DALYs per 100,000",55.80131,33.8191,82.82092
21,Tamil Nadu,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.29390665977247,0.180898313517572,0.45336687698251,"YLDs per 100,000",0.558524,0.322794,0.869031,"DALYs per 100,000",26.58149,16.41146,40.65255
22,Tripura,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.605068775388512,0.347191703765562,0.983687307223864,"YLDs per 100,000",0.595364,0.344318,0.93638,"DALYs per 100,000",54.20297,31.24482,88.0177
23,West Bengal,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.542912810151504,0.324132873559085,0.836061033134269,"YLDs per 100,000",0.554412,0.314536,0.878464,"DALYs per 100,000",48.6589,29.27452,74.60098
24,Bihar,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",2.45100400832248,1.65776554787026,3.53272871097117,"YLDs per 100,000",1.367686,0.815206,2.162492,"DALYs per 100,000",218.3569,147.8022,314.2554
25,Chhattisgarh,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.599781940334094,0.369669284543068,0.883738533983979,"YLDs per 100,000",0.496632,0.282957,0.801885,"DALYs per 100,000",53.61659,33.14743,78.84191
26,Jharkhand,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",1.02804196770989,0.647820131460961,1.54250379370919,"YLDs per 100,000",0.939764,0.544558,1.463594,"DALYs per 100,000",91.99435,58.13178,137.6722
27,Madhya Pradesh,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",1.54207611856686,0.907887665220838,2.35686230177957,"YLDs per 100,000",0.912177,0.53856,1.423506,"DALYs per 100,000",137.4608,81.016,209.4644
28,Uttar Pradesh,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",3.01833925701846,1.87264044209718,4.51587449823444,"YLDs per 100,000",1.574856,0.902571,2.468959,"DALYs per 100,000",268.8112,167.1676,402.2476
29,Gujarat,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.668720251935205,0.408594718478661,1.03427823404484,"YLDs per 100,000",0.72207,0.409319,1.149927,"DALYs per 100,000",59.93037,36.77524,92.59223
30,Telangana,2019,All ages,Both,Non-exclusive breastfeeding,"Deaths per 100,000",0.587016635592501,0.373905695905041,0.877293106092549,"YLDs per 100,000",0.458052,0.269641,0.711713,"DALYs per 100,000",52.42332,33.49922,78.19175
