,Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
19,Rajasthan,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",7.11058296977648,0.645563020182172,10.5129893232047,"YLDs per 100,000",3.30947971238367,0.27174039506564,5.50220347428403,"DALYs per 100,000",211.183173454233,18.4602185806931,313.410724835795
20,Sikkim,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",6.49434052517147,0.57037558532771,9.75863935750843,"YLDs per 100,000",4.23718639472712,0.349899846369707,7.05620444324488,"DALYs per 100,000",165.900352262278,14.07103216316,254.154918984218
21,Tamil Nadu,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",19.4400063363749,1.89219252054755,27.9924217374869,"YLDs per 100,000",5.89910292052569,0.507373804176824,9.49274240560746,"DALYs per 100,000",515.12859463456,48.0934797477345,752.635010814892
22,Tripura,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",8.1977636688392,0.804990516056983,12.1162925335148,"YLDs per 100,000",4.19918391178327,0.343893432872517,6.78128056061381,"DALYs per 100,000",209.94515200694,19.422811311438,318.079533474237
23,West Bengal,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",9.28748691728313,0.856290500941116,13.2954208613206,"YLDs per 100,000",4.52796411069112,0.389995486375718,7.45429760103114,"DALYs per 100,000",229.537485043128,19.5194026263907,331.986516794484
24,Bihar,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",7.0420095132463,0.617684006322653,10.3685676766098,"YLDs per 100,000",2.96292296722988,0.249130001376623,4.8715225087968,"DALYs per 100,000",186.359372628102,16.2048822816615,276.300407548153
25,Chhattisgarh,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",7.89279777334524,0.674951550163873,11.3261101121234,"YLDs per 100,000",3.56978040162574,0.289119218593718,5.85525693092522,"DALYs per 100,000",228.043850605074,18.7532013005428,329.597475170016
26,Jharkhand,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",5.6964476192237,0.534666780292381,8.15199375972308,"YLDs per 100,000",3.36556520107563,0.282140951575017,5.50396930977458,"DALYs per 100,000",143.487272738707,12.6613251350704,205.000245147739
27,Madhya Pradesh,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",8.60897768487273,0.766449022320583,12.4003513701758,"YLDs per 100,000",3.2629743621903,0.267502178076451,5.36121677864569,"DALYs per 100,000",241.369877455652,20.4940712548362,353.697745005313
28,Uttar Pradesh,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",7.68945768481619,0.689648149204551,11.2282302291871,"YLDs per 100,000",2.73189434472564,0.220609156638433,4.49755533609282,"DALYs per 100,000",216.665261191582,18.9868103319248,317.760125530431
29,Gujarat,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",13.5341057364341,1.20950452057145,19.3027029914201,"YLDs per 100,000",4.31274578027647,0.352295705473262,7.01203030446964,"DALYs per 100,000",381.226530504285,33.778937520071,550.194424691719
30,Telangana,2019,All ages,Both,Diet high in trans fatty acids,"Deaths per 100,000",11.6497436354536,1.11122270187681,17.9546689095859,"YLDs per 100,000",4.33892973028264,0.379625450583181,7.04475814997444,"DALYs per 100,000",314.833334510398,29.015834423211,487.803968858205
