,Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound,Measure.1,Value.1,Lower bound.1,Upper bound.1,Measure.2,Value.2,Lower bound.2,Upper bound.2
12,Maharashtra,2019,All ages,Both,Smoking,"Deaths per 100,000",44.9264968942643,34.7239981021503,56.2072970009782,"YLDs per 100,000",188.300676328851,147.864669651998,228.318303038048,"DALYs per 100,000",1223.98228691406,973.134242940121,1494.39053382236
13,Manipur,2019,All ages,Both,Smoking,"Deaths per 100,000",80.6809723054603,63.8708797333097,97.9631259281874,"YLDs per 100,000",340.064186979082,262.053179889525,422.568013552445,"DALYs per 100,000",2083.39977721235,1676.5798881963,2539.5528040186
14,Meghalaya,2019,All ages,Both,Smoking,"Deaths per 100,000",68.1442552226078,52.5199928787741,85.5932025474431,"YLDs per 100,000",274.269868156382,210.450577960654,344.057727176012,"DALYs per 100,000",1976.4036598893,1547.9705104113,2500.33857298337
15,Mizoram,2019,All ages,Both,Smoking,"Deaths per 100,000",111.288856807657,86.4394826073264,136.214606382363,"YLDs per 100,000",430.277920374647,336.665601082403,528.745882254679,"DALYs per 100,000",2884.58655872512,2284.26147040754,3552.94343796729
16,Nagaland,2019,All ages,Both,Smoking,"Deaths per 100,000",45.1630656806914,32.7294966249251,59.5663753379756,"YLDs per 100,000",192.938262567666,147.304498065198,243.762053107991,"DALYs per 100,000",1312.12883636401,978.598753853766,1718.58113099275
17,Odisha,2019,All ages,Both,Smoking,"Deaths per 100,000",38.7135235395971,29.0444458332001,52.5103771937332,"YLDs per 100,000",177.315954101071,136.225612131186,220.578566868747,"DALYs per 100,000",1128.76237239802,880.401953401092,1460.46807302955
18,Punjab,2019,All ages,Both,Smoking,"Deaths per 100,000",32.8735712448169,25.186954058912,42.0066075604392,"YLDs per 100,000",133.589458791021,104.061598107026,166.130062560821,"DALYs per 100,000",1032.11748334252,811.067128191438,1281.09187035983
19,Rajasthan,2019,All ages,Both,Smoking,"Deaths per 100,000",113.534665047836,87.5871975932935,137.412629574012,"YLDs per 100,000",291.523367731539,226.714191762653,356.504981737313,"DALYs per 100,000",2816.40466917225,2269.12777822949,3363.95352629707
20,Sikkim,2019,All ages,Both,Smoking,"Deaths per 100,000",62.5153789878998,49.565656497878,77.1567429116067,"YLDs per 100,000",289.303290921857,223.708420147869,357.358334262264,"DALYs per 100,000",1636.81314107558,1316.67866940498,2032.84599868739
21,Tamil Nadu,2019,All ages,Both,Smoking,"Deaths per 100,000",63.9744119705064,49.0201266909968,80.6784538216837,"YLDs per 100,000",248.105138320107,192.576416848858,306.071592806629,"DALYs per 100,000",1899.20026306626,1496.88295994997,2350.10556478837
22,Tripura,2019,All ages,Both,Smoking,"Deaths per 100,000",109.712330424535,86.7215410905184,132.362971335055,"YLDs per 100,000",387.818802486833,304.795648291522,474.058110467382,"DALYs per 100,000",2846.11771671086,2255.10754659389,3457.55741145519
23,West Bengal,2019,All ages,Both,Smoking,"Deaths per 100,000",81.0074620928265,65.2442927181825,98.7718271430853,"YLDs per 100,000",345.516235238127,268.756312749189,427.926475416218,"DALYs per 100,000",2218.88318416891,1828.57724915941,2679.71825617372
24,Bihar,2019,All ages,Both,Smoking,"Deaths per 100,000",45.0088923872718,36.7855102007463,54.3569495278664,"YLDs per 100,000",177.66201063016,139.478487381783,218.083074622017,"DALYs per 100,000",1145.80046162843,956.626017247673,1361.18239886308
25,Chhattisgarh,2019,All ages,Both,Smoking,"Deaths per 100,000",55.0503421191081,45.3358364846277,65.9140847764883,"YLDs per 100,000",165.779761971645,128.730447690861,203.319972270764,"DALYs per 100,000",1494.78411401444,1224.65828189041,1785.46291072283
26,Jharkhand,2019,All ages,Both,Smoking,"Deaths per 100,000",20.0116628630513,15.9610719193904,24.6884916043485,"YLDs per 100,000",106.102245461152,82.6086918709086,130.226424488924,"DALYs per 100,000",531.077915521342,438.926795929293,636.795401184435
27,Madhya Pradesh,2019,All ages,Both,Smoking,"Deaths per 100,000",73.4258548732048,55.9840179305902,90.7231503337935,"YLDs per 100,000",226.089403741743,176.820197543829,274.885110965884,"DALYs per 100,000",2003.01336928557,1564.95943405437,2440.959733691
28,Uttar Pradesh,2019,All ages,Both,Smoking,"Deaths per 100,000",98.0933551731012,77.6306396941128,118.244701531767,"YLDs per 100,000",254.766027361542,198.722064410441,311.104912142847,"DALYs per 100,000",2483.82934049508,2026.37653108445,2989.25631627602
29,Gujarat,2019,All ages,Both,Smoking,"Deaths per 100,000",70.1772791323784,54.6309155295668,88.5371209915628,"YLDs per 100,000",210.038612400179,163.812200382427,256.236987614503,"DALYs per 100,000",1906.12302103094,1523.04847808933,2372.06645281065
30,Telangana,2019,All ages,Both,Smoking,"Deaths per 100,000",58.6773434971071,42.931522542031,77.2959882439362,"YLDs per 100,000",234.411412498425,182.944915579622,286.569368409178,"DALYs per 100,000",1522.45518736204,1152.30379485992,1996.5468838293
